sweep,run_index,repeat_index,replicate_id,model_id,task_id,rc,wall_time,scored,l1_complete,l3_measurable,composite,l1,l2,l3,l3_n_testable,l3_n_untestable,l3_n_errors,l3_coverage,n_trials,observation_mode,git_sha,session_id,retried,retry_of_rc
rebuttal_v1_launch_20260724_211936,81,2,rebuttal_v1_launch_20260724_211936#2,kimi-k2.5,grid_bandit,0,638.2,True,False,False,81.66,0.4000,0.7330,1.0000,2,3,0,0.4167,10,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,de932463-1bfb-4a81-badf-5217fa277d2b,,
rebuttal_v1_launch_20260724_211936,83,2,rebuttal_v1_launch_20260724_211936#2,kimi-k2.5,repeated_games,0,674.9,True,True,True,44.77,1.0000,0.4219,0.3000,2,2,0,0.5,30,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,d3750092-019a-48c7-9c50-8d21e8f65b3b,,
rebuttal_v1_launch_20260724_211936,80,2,rebuttal_v1_launch_20260724_211936#2,kimi-k2.5,random_dot_motion_v2,0,969.0,True,False,True,24.42,0.8000,0.1407,0.1500,4,0,0,1.0,122,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,754f2918-1800-41da-9b05-e7cee4bdc0a4,,
rebuttal_v1_launch_20260724_211936,85,2,rebuttal_v1_launch_20260724_211936#2,kimi-k2.5,visual_recognition,0,1227.0,True,False,True,42.40,0.8000,0.3329,0.3750,3,0,0,1.0,154,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,0a6dbbf6-a6dd-4398-9c65-9203090c46e7,,
rebuttal_v1_launch_20260724_211936,90,2,rebuttal_v1_launch_20260724_211936#2,gemini-3-flash-preview,random_dot_motion_v2,0,409.5,True,False,True,62.43,0.8000,0.5837,0.6000,4,0,0,1.0,122,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,bd53de33-d879-4a29-8b1a-ea95410e1be5,,
rebuttal_v1_launch_20260724_211936,86,2,rebuttal_v1_launch_20260724_211936#2,kimi-k2.5,effort_foraging,0,1038.8,True,True,True,61.18,1.0000,0.6700,0.4545,4,0,0,1.0,80,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,53880945-6a94-4256-87f0-dd874f88b52c,,
rebuttal_v1_launch_20260724_211936,93,2,rebuttal_v1_launch_20260724_211936#2,gemini-3-flash-preview,repeated_games,0,166.3,True,True,True,54.77,1.0000,0.4219,0.5000,2,2,0,0.5,30,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,5c59f856-17c6-4296-91d8-97518b290782,,
rebuttal_v1_launch_20260724_211936,91,2,rebuttal_v1_launch_20260724_211936#2,gemini-3-flash-preview,grid_bandit,0,563.1,True,True,True,75.27,1.0000,0.4124,0.9167,5,0,0,1.0,137,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,b04d3aa2-672c-44bc-8645-9ea41cdb937c,,
rebuttal_v1_launch_20260724_211936,94,2,rebuttal_v1_launch_20260724_211936#2,gemini-3-flash-preview,serial_recall_v2,0,201.3,True,False,True,41.29,0.6000,0.5654,0.2500,5,0,0,1.0,55,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,016ef5bb-1a74-412e-b1b4-2cc7c8cc2dd6,,
rebuttal_v1_launch_20260724_211936,88,2,rebuttal_v1_launch_20260724_211936#2,kimi-k2.5,moral_machine,0,1332.1,True,True,True,77.27,1.0000,0.6364,0.8000,4,1,0,0.9091,40,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,27d744cc-7f6a-4141-9cd4-de7bea25568d,,
rebuttal_v1_launch_20260724_211936,92,2,rebuttal_v1_launch_20260724_211936#2,gemini-3-flash-preview,marbles_risk,0,601.7,True,True,True,90.35,1.0000,0.9839,0.8182,4,0,0,1.0,64,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,242c168c-7f6a-4cc4-b3f1-cdd600451a0e,,
rebuttal_v1_launch_20260724_211936,96,2,rebuttal_v1_launch_20260724_211936#2,gemini-3-flash-preview,effort_foraging,0,397.7,True,True,True,43.92,1.0000,0.4366,0.2727,4,0,0,1.0,80,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,1bfb785a-0dfb-444b-93d7-f3067a0bfdf4,,
rebuttal_v1_launch_20260724_211936,87,2,rebuttal_v1_launch_20260724_211936#2,kimi-k2.5,tiny_alchemy,1,1804.3,True,False,True,92.14,0.6000,0.9469,1.0000,1,1,0,0.6667,9,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,5976c0b6-a8e8-4932-9c8e-2bd5f4ba550f,,
rebuttal_v1_launch_20260724_211936,98,2,rebuttal_v1_launch_20260724_211936#2,gemini-3-flash-preview,moral_machine,0,442.0,True,True,True,82.61,1.0000,0.7888,0.8000,4,1,0,0.9091,40,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,9c49999e-d0b7-46db-9e13-f9e6bad45efe,,
rebuttal_v1_launch_20260724_211936,100,2,rebuttal_v1_launch_20260724_211936#2,gpt-5.4-nano,random_dot_motion_v2,0,89.7,True,False,False,6.00,0.4000,0.0000,0.0000,1,3,0,0.2,29,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,80bc1f40-a768-4d13-bf60-7cd8e9695f3f,,
rebuttal_v1_launch_20260724_211936,89,2,rebuttal_v1_launch_20260724_211936#2,kimi-k2.5,phishing_detection_v2,1,1804.1,True,True,True,63.07,1.0000,0.5942,0.5455,4,0,0,1.0,60,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,37518252-e41a-4d58-b2bc-aec53e4bc844,,
rebuttal_v1_launch_20260724_211936,102,2,rebuttal_v1_launch_20260724_211936#2,gpt-5.4-nano,marbles_risk,0,86.8,True,False,False,36.49,0.4000,0.1568,0.5000,1,3,0,0.2727,19,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,b7a166c0-9352-4747-b7d3-642812c686b6,,
rebuttal_v1_launch_20260724_211936,104,2,rebuttal_v1_launch_20260724_211936#2,gpt-5.4-nano,serial_recall_v2,0,170.7,True,True,True,21.42,1.0000,0.1835,0.0000,5,0,0,1.0,16,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,283236ea-f23d-43fa-9ea2-1f65ec5b97ef,,
rebuttal_v1_launch_20260724_211936,97,2,rebuttal_v1_launch_20260724_211936#2,gemini-3-flash-preview,tiny_alchemy,0,756.6,True,True,True,54.85,1.0000,0.6623,0.3333,2,0,0,1.0,73,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,edfd5820-25c3-4ddd-8d0e-fbdc665e02c1,,
rebuttal_v1_launch_20260724_211936,99,2,rebuttal_v1_launch_20260724_211936#2,gemini-3-flash-preview,phishing_detection_v2,0,552.6,True,True,True,77.72,1.0000,0.7530,0.7273,4,0,0,1.0,60,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,311b8c81-e874-4202-98fb-9597419d67ed,,
rebuttal_v1_launch_20260724_211936,95,2,rebuttal_v1_launch_20260724_211936#2,gemini-3-flash-preview,visual_recognition,0,986.1,True,True,True,32.90,1.0000,0.3329,0.1250,3,0,0,1.0,100,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,349aa41d-3255-4ce0-b7b4-1f4303b9475f,,
rebuttal_v1_launch_20260724_211936,107,2,rebuttal_v1_launch_20260724_211936#2,gpt-5.4-nano,tiny_alchemy,0,122.7,True,False,False,42.10,0.6000,0.9458,0.0000,0,2,0,0.0,5,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,7d78f478-5a05-4972-85a9-623fe2914a80,,
rebuttal_v1_launch_20260724_211936,105,2,rebuttal_v1_launch_20260724_211936#2,gpt-5.4-nano,visual_recognition,0,228.7,True,False,False,12.00,0.8000,0.0000,0.0000,0,3,0,0.0,106,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,645872c3-20a5-49fd-84f3-58b9b8aa3202,,
rebuttal_v1_launch_20260724_211936,106,2,rebuttal_v1_launch_20260724_211936#2,gpt-5.4-nano,effort_foraging,0,376.3,True,True,True,26.69,1.0000,0.2042,0.0909,4,0,0,1.0,80,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,efa163d3-b5ff-4117-81fc-3d3b00da4c5b,,
rebuttal_v1_launch_20260724_211936,101,2,rebuttal_v1_launch_20260724_211936#2,gpt-5.4-nano,grid_bandit,0,738.8,True,True,True,60.04,1.0000,0.1560,0.7917,5,0,0,1.0,137,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,cebd4412-3cd8-45c9-ab56-b5ab3e066340,,
rebuttal_v1_launch_20260724_211936,112,2,rebuttal_v1_launch_20260724_211936#2,qwen3-vl-235b-instruct,marbles_risk,0,104.1,True,False,False,6.17,0.4000,0.0049,0.0000,1,3,0,0.2727,19,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,d7cb5e5b-e233-49fb-9ff9-b9ebe2de9532,,
rebuttal_v1_launch_20260724_211936,109,2,rebuttal_v1_launch_20260724_211936#2,gpt-5.4-nano,phishing_detection_v2,0,574.2,True,False,True,65.54,0.8000,0.4583,0.7500,3,1,0,0.7273,147,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,7e399886-e6c3-4fe3-a1db-82b7a7706e61,,
rebuttal_v1_launch_20260724_211936,113,2,rebuttal_v1_launch_20260724_211936#2,qwen3-vl-235b-instruct,repeated_games,0,187.5,True,False,True,49.05,0.8000,0.3444,0.5000,2,2,0,0.5,34,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,dcabfe82-cf82-4176-83f5-02205a6204d9,,
rebuttal_v1_launch_20260724_211936,115,2,rebuttal_v1_launch_20260724_211936#2,qwen3-vl-235b-instruct,visual_recognition,0,126.6,True,False,False,6.00,0.4000,0.0000,0.0000,0,3,0,0.0,64,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,76c11d22-b2ed-460d-9855-8bfd0f07fa28,,
rebuttal_v1_launch_20260724_211936,110,2,rebuttal_v1_launch_20260724_211936#2,qwen3-vl-235b-instruct,random_dot_motion_v2,0,796.3,True,False,True,22.67,0.4000,0.0001,0.3333,2,2,0,0.6,52,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,5fb90802-464e-4434-b8a3-5550017a54cb,,
rebuttal_v1_launch_20260724_211936,114,2,rebuttal_v1_launch_20260724_211936#2,qwen3-vl-235b-instruct,serial_recall_v2,0,329.1,True,False,True,46.71,0.6000,0.1847,0.6250,5,0,0,1.0,55,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,f52c061a-ac11-478f-ab0d-85b23f3039ec,,
rebuttal_v1_launch_20260724_211936,118,2,rebuttal_v1_launch_20260724_211936#2,qwen3-vl-235b-instruct,moral_machine,0,191.6,True,False,False,0.00,0.0000,0.0000,0.0000,0,5,0,0.0,2,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,422e0761-99ed-4f1d-84a1-848d98653b6f,,
rebuttal_v1_launch_20260724_211936,116,2,rebuttal_v1_launch_20260724_211936#2,qwen3-vl-235b-instruct,effort_foraging,0,400.8,True,False,True,41.98,0.8000,0.2442,0.4286,3,1,0,0.6364,78,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,270531db-5c3d-441a-99e2-47526a0b9de1,,
rebuttal_v1_launch_20260724_211936,103,2,rebuttal_v1_launch_20260724_211936#2,gpt-5.4-nano,repeated_games,1,1803.7,True,False,False,14.12,0.4000,0.2321,0.0000,1,3,0,0.3,21,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,05ac4608-84f1-4fea-b5d2-b80fb21f1aac,,
rebuttal_v1_launch_20260724_211936,111,2,rebuttal_v1_launch_20260724_211936#2,qwen3-vl-235b-instruct,grid_bandit,0,1209.3,True,True,True,54.39,1.0000,0.1134,0.7083,5,0,0,1.0,137,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,2459fa84-3ceb-41ec-8782-58a3ee441ae1,,
rebuttal_v1_launch_20260724_211936,119,2,rebuttal_v1_launch_20260724_211936#2,qwen3-vl-235b-instruct,phishing_detection_v2,0,396.8,True,False,True,67.57,0.8000,0.3377,0.8750,3,1,0,0.7273,73,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,b2c0e6af-f67c-4663-b1cd-6c10c5a378fb,,
rebuttal_v1_launch_20260724_211936,117,2,rebuttal_v1_launch_20260724_211936#2,qwen3-vl-235b-instruct,tiny_alchemy,0,749.3,True,False,True,48.79,0.6000,0.6607,0.3333,2,0,0,1.0,19,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,cd440dc7-7431-4127-a158-947d25ceb8f3,,
rebuttal_v1_launch_20260724_211936,108,2,rebuttal_v1_launch_20260724_211936#2,gpt-5.4-nano,moral_machine,1,1803.3,True,False,False,12.97,0.4000,0.1991,0.0000,0,5,0,0.0,15,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,c5d1ef28-bc55-41aa-8322-1eb7d833ae92,,
rebuttal_v1_launch_20260724_211936,122,3,rebuttal_v1_launch_20260724_211936#3,kimi-k2.5,marbles_risk,0,345.2,True,False,False,58.88,0.4000,0.7966,0.5000,1,3,0,0.2727,22,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,673d6183-059f-4e06-9af6-796e980cd92e,,
rebuttal_v1_launch_20260724_211936,121,3,rebuttal_v1_launch_20260724_211936#3,kimi-k2.5,grid_bandit,0,482.3,True,False,False,3.15,0.2000,0.0043,0.0000,0,5,0,0.0,8,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,b576b98a-8fca-4c7a-8bc5-6f1ba634d039,,
rebuttal_v1_launch_20260724_211936,125,3,rebuttal_v1_launch_20260724_211936#3,kimi-k2.5,visual_recognition,0,515.5,True,False,True,48.74,0.8000,0.3354,0.5000,2,1,0,0.875,121,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,177d9367-56a3-4909-b48b-498ed266c9ad,,
rebuttal_v1_launch_20260724_211936,120,3,rebuttal_v1_launch_20260724_211936#3,kimi-k2.5,random_dot_motion_v2,0,556.9,True,False,True,28.97,0.4000,0.2481,0.2857,3,1,0,0.7,47,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,068a25af-9b05-4a13-b5d6-00d22522b44c,,
rebuttal_v1_launch_20260724_211936,123,3,rebuttal_v1_launch_20260724_211936#3,kimi-k2.5,repeated_games,0,640.8,True,True,True,44.77,1.0000,0.4219,0.3000,2,2,0,0.5,30,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,082e28ff-5be1-4be9-9e52-d73ddafa05b6,,
rebuttal_v1_launch_20260724_211936,124,3,rebuttal_v1_launch_20260724_211936#3,kimi-k2.5,serial_recall_v2,0,941.0,True,False,True,32.10,0.6000,0.1839,0.3333,5,0,0,1.0,55,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,34aecf73-79db-4de6-834d-78df3ca78726,,
rebuttal_v1_launch_20260724_211936,127,3,rebuttal_v1_launch_20260724_211936#3,kimi-k2.5,tiny_alchemy,0,930.7,True,False,False,6.00,0.4000,0.0000,0.0000,0,2,0,0.0,6,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,875d2044-7df8-46d7-9dd3-e15985a33b7f,,
rebuttal_v1_launch_20260724_211936,126,3,rebuttal_v1_launch_20260724_211936#3,kimi-k2.5,effort_foraging,0,1083.0,True,True,True,41.63,1.0000,0.6310,0.0909,4,0,0,1.0,80,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,0217497a-eefa-42cf-b425-9bd56c528700,,
rebuttal_v1_launch_20260724_211936,131,3,rebuttal_v1_launch_20260724_211936#3,gemini-3-flash-preview,grid_bandit,0,602.9,True,True,True,69.51,1.0000,0.3671,0.8333,5,0,0,1.0,137,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,f61c956f-1086-4ce1-99a8-cc68a7cfd798,,
rebuttal_v1_launch_20260724_211936,134,3,rebuttal_v1_launch_20260724_211936#3,gemini-3-flash-preview,serial_recall_v2,0,177.6,True,False,True,33.57,0.6000,0.2259,0.3333,5,0,0,1.0,55,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,d2f35503-397d-45a1-9ded-4742b6e4b9f5,,
rebuttal_v1_launch_20260724_211936,133,3,rebuttal_v1_launch_20260724_211936#3,gemini-3-flash-preview,repeated_games,0,297.4,True,True,True,81.30,1.0000,0.8738,0.7143,3,1,0,0.7,30,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,84ccb360-cf83-4bc4-b692-d9fcd3c86cfc,,
rebuttal_v1_launch_20260724_211936,130,3,rebuttal_v1_launch_20260724_211936#3,gemini-3-flash-preview,random_dot_motion_v2,0,1136.2,True,True,True,60.00,1.0000,0.3572,0.6500,4,0,0,1.0,100,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,483cedce-96ff-4071-9c08-9d8262e7d122,,
rebuttal_v1_launch_20260724_211936,128,3,rebuttal_v1_launch_20260724_211936#3,kimi-k2.5,moral_machine,0,1328.9,True,True,True,63.78,1.0000,0.4650,0.6500,4,1,0,0.9091,40,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,a961a7d1-7a39-4321-8763-0a6069d5ed93,,
rebuttal_v1_launch_20260724_211936,132,3,rebuttal_v1_launch_20260724_211936#3,gemini-3-flash-preview,marbles_risk,0,661.1,True,True,True,83.29,1.0000,0.9122,0.7273,4,0,0,1.0,64,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,bf202904-d45b-4ca5-95d1-afd4852e0f31,,
rebuttal_v1_launch_20260724_211936,136,3,rebuttal_v1_launch_20260724_211936#3,gemini-3-flash-preview,effort_foraging,0,410.0,True,True,True,33.58,1.0000,0.4008,0.0909,4,0,0,1.0,80,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,4c89d0ad-bcea-49ef-807f-e2d61a08e4d2,,
rebuttal_v1_launch_20260724_211936,138,3,rebuttal_v1_launch_20260724_211936#3,gemini-3-flash-preview,moral_machine,0,374.1,True,True,True,93.32,1.0000,0.8092,1.0000,3,2,0,0.7273,40,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,e9542667-5307-4cb4-87ec-7e750571f6ec,,
rebuttal_v1_launch_20260724_211936,137,3,rebuttal_v1_launch_20260724_211936#3,gemini-3-flash-preview,tiny_alchemy,0,442.9,True,False,False,18.20,0.6000,0.2628,0.0000,0,2,0,0.0,23,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,9e90e260-ac6e-40e8-9ca4-0fd5440f8f48,,
rebuttal_v1_launch_20260724_211936,140,3,rebuttal_v1_launch_20260724_211936#3,gpt-5.4-nano,random_dot_motion_v2,0,130.1,True,False,False,38.29,0.4000,0.2084,0.5000,1,3,0,0.2,29,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,6c993d04-6681-4812-8ab0-807847e61db6,,
rebuttal_v1_launch_20260724_211936,142,3,rebuttal_v1_launch_20260724_211936#3,gpt-5.4-nano,marbles_risk,0,100.2,True,False,False,6.17,0.4000,0.0049,0.0000,1,3,0,0.2727,17,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,ce5b38e2-2016-4049-b986-40675ca56abc,,
rebuttal_v1_launch_20260724_211936,129,3,rebuttal_v1_launch_20260724_211936#3,kimi-k2.5,phishing_detection_v2,1,1803.3,True,True,True,73.90,1.0000,0.7738,0.6364,4,0,0,1.0,60,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,dc59d974-d180-4984-93b9-44b206038fc1,,
rebuttal_v1_launch_20260724_211936,143,3,rebuttal_v1_launch_20260724_211936#3,gpt-5.4-nano,repeated_games,0,175.8,True,True,True,46.99,1.0000,0.3426,0.4000,2,2,0,0.5,30,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,e8ae04b5-68a9-4769-8a9e-e8b65c1e9d8d,,
rebuttal_v1_launch_20260724_211936,144,3,rebuttal_v1_launch_20260724_211936#3,gpt-5.4-nano,serial_recall_v2,0,235.8,True,True,True,31.84,1.0000,0.1835,0.2083,5,0,0,1.0,16,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,33e8a397-b96e-4e2c-91b7-83ec7ea41565,,
rebuttal_v1_launch_20260724_211936,135,3,rebuttal_v1_launch_20260724_211936#3,gemini-3-flash-preview,visual_recognition,0,882.6,True,True,True,32.90,1.0000,0.3329,0.1250,3,0,0,1.0,100,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,2a041c3a-07cd-4308-8623-5a59fc7528f8,,
rebuttal_v1_launch_20260724_211936,139,3,rebuttal_v1_launch_20260724_211936#3,gemini-3-flash-preview,phishing_detection_v2,0,550.3,True,True,True,77.26,1.0000,0.8698,0.6364,4,0,0,1.0,60,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,fec10798-1370-4437-80be-ab58e4f5f0ff,,
rebuttal_v1_launch_20260724_211936,147,3,rebuttal_v1_launch_20260724_211936#3,gpt-5.4-nano,tiny_alchemy,0,73.1,True,False,False,28.80,0.4000,0.6515,0.0000,0,2,0,0.0,2,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,437ac31c-face-4a82-b3f7-ecdc7f53bcf0,,
rebuttal_v1_launch_20260724_211936,145,3,rebuttal_v1_launch_20260724_211936#3,gpt-5.4-nano,visual_recognition,0,380.6,True,False,False,48.68,0.8000,0.3337,0.5000,1,2,0,0.375,114,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,807ed559-e16d-4261-b535-7ecd32047d8d,,
rebuttal_v1_launch_20260724_211936,150,3,rebuttal_v1_launch_20260724_211936#3,qwen3-vl-235b-instruct,random_dot_motion_v2,0,167.2,True,False,False,6.00,0.4000,0.0000,0.0000,1,3,0,0.2,26,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,b40b6d2a-4825-4a40-ad50-e1e00b1d0993,,
rebuttal_v1_launch_20260724_211936,141,3,rebuttal_v1_launch_20260724_211936#3,gpt-5.4-nano,grid_bandit,0,586.4,True,True,True,46.34,1.0000,0.1810,0.5000,5,0,0,1.0,110,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,5211fae0-fb32-4a13-9e6a-0d4e525a76ea,,
rebuttal_v1_launch_20260724_211936,146,3,rebuttal_v1_launch_20260724_211936#3,gpt-5.4-nano,effort_foraging,0,411.2,True,True,True,21.84,1.0000,0.1954,0.0000,4,0,0,1.0,80,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,1d5e28fe-3963-463d-99f9-d4ceb14e374d,,
rebuttal_v1_launch_20260724_211936,152,3,rebuttal_v1_launch_20260724_211936#3,qwen3-vl-235b-instruct,marbles_risk,0,104.9,True,False,False,40.44,0.4000,0.9839,0.0000,0,4,0,0.0,9,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,4cd4413d-9f30-466c-9d8d-d1ade1e4187d,,
rebuttal_v1_launch_20260724_211936,154,3,rebuttal_v1_launch_20260724_211936#3,qwen3-vl-235b-instruct,serial_recall_v2,0,123.9,True,False,False,9.00,0.6000,0.0000,0.0000,0,5,0,0.0,36,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,e3ad5477-cb28-4ee4-8c9f-2cbf4ed3f391,,
rebuttal_v1_launch_20260724_211936,149,3,rebuttal_v1_launch_20260724_211936#3,gpt-5.4-nano,phishing_detection_v2,0,367.7,True,False,True,67.96,0.8000,0.5275,0.7500,3,1,0,0.7273,56,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,1c328c18-1f57-41cf-ad9b-76c4f3ea40ee,,
rebuttal_v1_launch_20260724_211936,155,3,rebuttal_v1_launch_20260724_211936#3,qwen3-vl-235b-instruct,visual_recognition,0,143.1,True,False,False,6.00,0.4000,0.0000,0.0000,0,3,0,0.0,68,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,c28002dd-3d6f-4e50-bb08-a0f7679a9031,,
rebuttal_v1_launch_20260724_211936,158,3,rebuttal_v1_launch_20260724_211936#3,qwen3-vl-235b-instruct,moral_machine,0,67.5,True,False,False,12.95,0.4000,0.1986,0.0000,0,5,0,0.0,5,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,01ab3fc1-0de9-482b-96ad-995bacfbf501,,
rebuttal_v1_launch_20260724_211936,156,3,rebuttal_v1_launch_20260724_211936#3,qwen3-vl-235b-instruct,effort_foraging,0,418.9,True,False,False,18.89,0.8000,0.1969,0.0000,2,2,0,0.4545,81,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,e557b822-2fa3-4a6a-b2a3-f58c66804547,,
rebuttal_v1_launch_20260724_211936,159,3,rebuttal_v1_launch_20260724_211936#3,qwen3-vl-235b-instruct,phishing_detection_v2,0,439.4,True,False,True,51.98,0.8000,0.2494,0.6250,3,1,0,0.7273,64,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,c9f19e8c-4a90-4d7e-a368-3052d3d57658,,
rebuttal_v1_launch_20260724_211936,153,3,rebuttal_v1_launch_20260724_211936#3,qwen3-vl-235b-instruct,repeated_games,0,758.6,True,True,True,54.77,1.0000,0.4219,0.5000,2,2,0,0.5,30,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,9cdc051b-488f-45cb-914e-e325dc2c023e,,
rebuttal_v1_launch_20260724_211936,157,3,rebuttal_v1_launch_20260724_211936#3,qwen3-vl-235b-instruct,tiny_alchemy,0,668.9,True,False,False,6.00,0.4000,0.0000,0.0000,0,2,0,0.0,6,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,01cfe841-8c58-4418-a248-a5d6576b66af,,
rebuttal_v1_launch_20260724_211936,151,3,rebuttal_v1_launch_20260724_211936#3,qwen3-vl-235b-instruct,grid_bandit,0,1090.2,True,True,True,32.12,1.0000,0.1716,0.2222,4,1,0,0.75,137,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,1b327613-5116-4167-8764-8af004e94de0,,
rebuttal_v1_launch_20260724_211936,148,3,rebuttal_v1_launch_20260724_211936#3,gpt-5.4-nano,moral_machine,1,1804.7,True,False,False,12.88,0.4000,0.1966,0.0000,0,5,0,0.0,15,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,369fe601-f428-4ca0-bc4f-d08a86a7157f,,
rebuttal_v1_launch_20260724_211936,162,4,rebuttal_v1_launch_20260724_211936#4,kimi-k2.5,marbles_risk,0,786.5,True,False,True,60.25,0.8000,0.5995,0.5455,4,0,0,1.0,80,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,8feafb28-f608-429b-9b37-e2d499abfd9f,,
rebuttal_v1_launch_20260724_211936,164,4,rebuttal_v1_launch_20260724_211936#4,kimi-k2.5,serial_recall_v2,0,814.4,True,False,True,36.26,0.6000,0.1835,0.4167,5,0,0,1.0,55,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,95e25dac-e536-4508-8b28-3f6707473157,,
rebuttal_v1_launch_20260724_211936,163,4,rebuttal_v1_launch_20260724_211936#4,kimi-k2.5,repeated_games,0,893.9,True,True,False,69.89,1.0000,0.8539,0.5000,2,2,0,0.4,30,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,ac9dc5ab-f9a4-455a-b49a-e7b6af4e987d,,
rebuttal_v1_launch_20260724_211936,165,4,rebuttal_v1_launch_20260724_211936#4,kimi-k2.5,visual_recognition,0,974.7,True,False,True,29.90,0.8000,0.3329,0.1250,3,0,0,1.0,148,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,e2298058-9617-4987-9427-2127c72286db,,
rebuttal_v1_launch_20260724_211936,167,4,rebuttal_v1_launch_20260724_211936#4,kimi-k2.5,tiny_alchemy,0,938.4,True,False,False,6.00,0.4000,0.0000,0.0000,0,2,0,0.0,6,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,950f8150-cfe1-4375-87a8-101aaa126825,,
